root_normalized,root_raw,asl_text,asl_preamble,asl_count,asl_status,source,edition,confidence
شوع,شوع,الشين والواو والعين أصل يدل على انتشار وتفرق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
شوف,شوف,الشين والواو والفاء أصل واحد، وهو يدل على ظهور وبروز,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
شوق,شوق,الشين والواو والقاف يدل على تعلق الشيء بالشيء، يقال شقت الطنب، أي الوتد، واسم ذلك الخيط الشياق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
شوك,شوك,الشين والواو والكاف أصل واحد يدل على خشونة وحدة طرف في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
شول,شول,الشين والواو واللام أصل واحد يدل على الارتفاع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
شوه,شوه,يدل على قبح الخلقة ||| نوع من النظر بالعين,الشين والواو والهاء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
شوي,شوي,الشين والواو والياء يدل على الأمر الهين,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
شيا,شيأ,الشين والياء والهمزة كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
شيب,شيب,الشين والياء والباء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
شيح,شيح,على جد وحذر ||| على إعراض,الشين والياء والحاء أصلان متباينان، يدل,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
شيخ,شيخ,الشين والياء والخاء كلمة واحدة، وهي الشيخ,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
شيد,شيد,الشين والياء والدال أصل واحد يدل على رفع الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
شيص,شيص,الشين والياء والصاد,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
شيط,شيط,الشين والياء والطاء أصل يدل على ذهاب الشيء، إما احتراقا وإما غير ذلك,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
شيع,شيع,على معاضدة ومساعفة ||| على بث وإشادة,الشين والياء والعين أصلان، يدل,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
شيق,شيق,ال,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
شيم,شيم,يدل على الإظهار ||| يدل على خلافه,الشين والياء والميم أصلان متباينان، وكأنهما من باب الأضداد إذ,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
شين,شين,الشين والياء والنون كلمة تدل على خلاف الزينة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صا,صأ,الصاد والهمزة كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صب,صب,الصاد والباء أصل واحد، وهو إراقة الشيء، وإليه ترجع فروع الباب كله,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صبح,صبح,الصاد والباء والحاء أصل واحد مطرد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صبر,صبر,الصاد والباء والراء أصول ثلاثة، الأول الحبس، والثاني أعالي الشيء، والثالث جنس من الحجارة,,3,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صبع,صبع,الصاد والباء والعين أصل واحد، ثم يستعار، فالأصل إصبع الإنسان، واحدة أصابعه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صبغ,صبغ,الصاد والباء والغين، أصل واحد، وهو تلوين الشيء بلون ما,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صبى,صبى,الصاد والباء والحرف المعتل ثلاثة أصول صحيحة: الأول يدل على صغر السن، والثاني ريح من الرياح، والثالث [الإمالة],,3,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صت,صت,الصاد والتاء أصل يدل على نزاع وخصومة وافتراق، يقال للجلبة الصتيت,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صتع,صتع,الصاد والتاء والعين كلمتان: إحداهما مختلف في تأويلها، والأخرى تردد في الشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صتم,صتم,الصاد والتاء والميم أصل صحيح يدل على تمام وقوة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صح,صح,الصاد والحاء أصل يدل على البراءة من المرض والعيب، وعلى الاستواء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صحب,صحب,الصاد والحاء والباء أصل واحد يدل على مقارنة شيء ومقاربته,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صحر,صحر,البراز من الأرض ||| لون من الألوان,الصاد والحاء والراء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صحف,صحف,الصاد والحاء والفاء أصل صحيح يدل على انبساط في شيء وسعة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صحل,صحل,الصاد والحاء واللام كلمة، وهي بحح في الصوت,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صحم,صحم,الصاد والحاء والميم أصيل صحيح يدل على لون,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صحن,صحن,الصاد والحاء والنون أصيل يدل على اتساع في شيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صحو,صحو,الصاد والحاء والحرف المعتل أصل صحيح يدل على انكشاف شيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صخ,صخ,الصاد والخاء أصل يدل على صوت من الأصوات,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صخب,صخب,الصاد والخاء والباء أصل صحيح يدل على صوت عال,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صخد,صخد,الصاد والخاء والدال أصل صحيح يدل على شدة في حر وغيره,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صخر,صخر,الصاد والخاء والراء كلمة صحيحة، وهي الصخرة: الحجرة العظيمة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صخم,صخم,الصاد والخاء والميم كلمة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صخي,صخي,الصاد والخاء والياء كلمة، يقال: صخي الثوب يصخى ; وهو وسخ ودرن، فهو صخ,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صد,صد,الصاد والدال معظم بابه يئول إلى إعراض وعدول,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صدح,صدح,الصاد والدال والحاء أصيل يدل على صوت,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صدر,صدر,يدل على خلاف الورد ||| صدر الإنسان وغيره,الصاد والدال والراء أصلان صحيحان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صدع,صدع,الصاد والدال والعين أصل صحيح يدل على انفراج في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صدغ,صدغ,عضو من الأعضاء ||| يدل على ضعف,الصاد والدال والغين أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صدف,صدف,الصاد والدال والفاء أصلان: [الأول] يدل على الميل، والثاني: عرض من الأعراض,,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صدق,صدق,الصاد والدال والقاف أصل يدل على قوة في الشيء قولا وغيره,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صدم,صدم,الصاد والدال والميم كلمة واحدة، وهي الصدم، وهو ضرب الشيء الصلب بمثله,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صدن,صدن,الصاد والدال والنون أصل ضعيف,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صدى,صدى,الصاد والدال والحرف المعتل فيه كلم متباعدة القياس، لا يكاد يلتقي منها كلمتان في أصل,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صر,صر,الصاد والراء أصول: الأول قولهم صر الدراهم يصرها صرا,,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صرب,صرب,الصاد والراء والباء أصيل صحيح يدل على مثل ما دل عليه الباب الذي قبله,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صرح,صرح,الصاد والراء والحاء أصل منقاس، يدل على ظهور الشيء وبروزه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صرخ,صرخ,الصاد والراء والخاء أصيل يدل على صوت رفيع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صرد,صرد,الصاد والراء والدال أصول ثلاثة: أحدها البرد، والآخر الخلوص، والآخر القلة,,3,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صرط,صرط,الصاد والراء والطاء وهو من باب الإبدال، وقد ذكر في السين، وهو الطريق,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صرع,صرع,الصاد والراء والعين أصل واحد يدل على سقوط شيء إلى الأرض عن مراس اثنين، ثم يحمل على ذلك ويشتق منه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صرف,صرف,الصاد والراء والفاء معظم بابه يدل على رجع الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صرم,صرم,الصاد والراء والميم أصل واحد صحيح مطرد، وهو القطع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صرى,صرى,الصاد والراء والحرف المعتل أصل واحد صحيح يدل على الجمع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صري,صري,مة: العزيمة على الشيء، وهو قطع كل علقة دونه,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صع,صع,الصاد والعين أصل صحيح يدل على تفرق وحركة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صعب,صعب,الصاد والعين والباء أصل صحيح مطرد، يدل على خلاف السهولة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صعد,صعد,الصاد والعين والدال أصل صحيح يدل على ارتفاع ومشقة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صعر,صعر,الصاد والعين والراء أصل مطرد يدل على ميل في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صعف,صعف,الصاد والعين والفاء ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صعق,صعق,الصاد والعين والقاف أصل واحد يدل على صلقة وشدة صوت,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صعل,صعل,الصاد والعين واللام أصيل يدل على صغر وانجراد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صعن,صعن,الصاد والعين والنون أصيل يدل على لطف في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صعو,صعو,الصاد والعين والحرف المعتل كلمة واحدة، وهي الصعوة، وهي عصفورة، والجمع صعاء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صغر,صغر,الصاد والغين والراء أصل صحيح يدل على قلة وحقارة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صغل,صغل,الصاد والغين واللام ليس بشيء، إنما الصغل السيئ الغذاء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صغوى,صغوى,الصاد والغين والحرف المعتل أصل صحيح يدل على الميل، من ذلك قولهم: صغو فلان معك، أي ميله,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صف,صف,الصاد والفاء يدل على أصل واحد، وهو استواء في الشيء وتساو بين شيئين في المقر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صفح,صفح,الصاد والفاء والحاء أصل صحيح مطرد يدل على عرض وعرض,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صفد,صفد,عطاء ||| شد بشيء,الصاد والفاء والدال أصلان صحيحان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صفر,صفر,لون من الألوان ||| الشيء الخالي ||| جوهر من جواهر الأرض ||| صوت ||| زمان ||| نبت,الصاد والفاء والراء ستة أوجه,6,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صفع,صفع,الصاد والفاء والعين كلمة واحدة معروفة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صفق,صفق,الصاد والفاء والقاف أصل صحيح يدل على ملاقاة شيء ذي صفحة لشيء مثله بقوة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صفن,صفن,جنس من القيام ||| وعاء من الأوعية,الصاد والفاء والنون أصلان صحيحان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صفو,صفو,الصاد والفاء والحرف المعتل أصل واحد يدل على خلوص من كل شوب,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صقب,صقب,الصاد والقاف والباء لا يكاد يكون أصلا ; لأن الصاد يكون مرة فيه السين، والبابان متداخلان، مرة يقال بالسين ومرة بالصاد، إلا أنه يدل على القرب ومع الامتداد مع الدقة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صقر,صقر,الصاد والقاف والراء أصيل يدل على وقع شيء بشدة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صقع,صقع,الصاد والقاف والعين أصول ثلاثة: أحدها: وقع شيء على شيء، كالضرب ونحوه، والآخر: صوت، والثالث: غشيان شيء لشيء,,3,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صقل,صقل,الصاد والقاف واللام أصيل يدل على تمليس شيء، ثم يقاس على ذلك,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صك,صك,الصاد والكاف أصل يدل على تلاقي شيئين بقوة وشدة، حتى كأن أحدهما يضرب الآخر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صكم,صكم,الصاد والكاف والميم أصل واحد يدل على ضرب الشيء بشدة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صل,صل,يدل على ندى وماء قليل ||| على صوت,الصاد واللام أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صلب,صلب,يدل على الشدة والقوة ||| جنس من الودك,الصاد واللام والباء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صلت,صلت,الصاد واللام والتاء أصل واحد يدل على بروز الشيء ووضوحه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صلج,صلج,,,0,no_asl,maqayis_openiti,Harun_DarAlFikr,high
صلح,صلح,الصاد واللام والحاء أصل واحد يدل على خلاف الفساد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صلخ,صلخ,الصاد واللام والخاء فيه كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صلد,صلد,الصاد واللام والدال أصل واحد صحيح، يدل على صلابة ويبس,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صلع,صلع,الصاد واللام والعين أصل صحيح يدل على ملاسة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صلغ,صلغ,الصاد واللام والغين ليس بأصل ; لأنه من باب الإبدال,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صلف,صلف,الصاد واللام والفاء أصل صحيح يدل على شدة وكزازة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صلق,صلق,الصاد واللام والقاف أصل واحد يدل على صيحة بقوة وصدمة وما أشبه ذلك,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صلم,صلم,الصاد واللام والميم أصل واحد يدل على قطع واستئصال,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صلى,صلى,النار وما أشبهها من الحمى ||| جنس من العبادة,الصاد واللام والحرف المعتل أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صم,صم,الصاد والميم أصل يدل على تضام الشيء وزوال الخرق والسم,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صمت,صمت,الصاد والميم والتاء أصل واحد يدل على إبهام وإغلاق,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صمج,صمج,الصاد والميم والجيم ليس بشيء، على أنهم يقولون: الصمج: القناديل، الواحدة صمجة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صمح,صمح,الصاد والميم والحاء أصيل يدل على قوة في الشيء أو طول,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صمخ,صمخ,الصاد والميم والخاء أصل واحد وكلمة واحدة، وهو الصماخ: خرق الأذن,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صمد,صمد,القصد ||| الصلابة في الشيء,الصاد والميم والدال أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صمر,صمر,الصاد والميم والراء، قال ابن دريد: فعل ممات، وهو أصل بناء الصمير,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صمع,صمع,الصاد والميم والعين أصل واحد، يدل على لطافة في الشيء وتضام,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صمغ,صمغ,الصاد والميم والغين كلمة واحدة، هي الصمغ,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صمك,صمك,الصاد والميم والكاف أصيل يدل على قوة وشدة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صمل,صمل,الصاد والميم واللام أصل واحد يدل على شدة وصلابة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صمى,صمى,الصاد والميم والحرف المعتل أصل واحد يدل على السرعة في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صن,صن,ال,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صنج,صنج,الصاد والنون والجيم ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صند,صند,الصاد والنون والدال أصل صحيح، يدل على عظم قدر وعظم جسم,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صنر,صنر,الصاد والنون والراء ليس بأصل، ولا فيه ما يعول عليه ; لقلة الراء مع النون,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صنع,صنع,الصاد والنون والعين أصل صحيح واحد، وهو عمل الشيء صنعا,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صنف,صنف,الصاد والنون والفاء أصل صحيح مطرد في معنيين، أحدهما الطائفة من الشيء، والآخر تمييز الأشياء بعضها عن بعض,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صنق,صنق,الصاد والنون والقاف كلمة إن صحت,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صنم,صنم,الصاد والنون والميم كلمة واحدة لا فرع لها، وهي الصنم,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صنو,صنو,الصاد والنون والحرف المعتل أصل صحيح يدل على تقارب بين شيئين، قرابة أو مسافة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صه,صه,الصاد والهاء كلمة تقال عند الإسكات، وهي صه، ولا قياس لها,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صهب,صهب,الصاد والهاء والباء بناء صحيح، وهو لون من الألوان، من ذلك الصهبة: حمرة في الشعر، يقال: رجل أصهب,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صهد,صهد,الصاد والهاء والدال بناء صحيح يدل على ما يقارب الباب الذي قبله,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صهر,صهر,يدل على قربى ||| على إذابة شيء,الصاد والهاء والراء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صهل,صهل,الصاد والهاء واللام أصل صحيح، وفروعه قليلة، ولعله ليس فيه إلا صهل الفرس، وفرس صهال,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صهم,صهم,الصاد والهاء والميم أصل صحيح قليل الفروع، لكنهم يقولون: الصهميم: السيئ الخلق من الإبل، ويشبهون به الرجل الذي لا يثبت على رأي واحد,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صهو,صهو,الصاد والهاء والحرف المعتل أصيل يدل على علو,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صوب,صوب,الصاد والواو والباء أصل صحيح يدل على نزول شيء واستقراره قراره,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صوت,صوت,الصاد والواو والتاء أصل صحيح، وهو الصوت، وهو جنس لكل ما وقر في أذن السامع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صوح,صوح,الصاد والواو والحاء أصيل يدل على انتشار في شيء بعد يبس,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صور,صور,الصاد والواو والراء كلمات كثيرة متباينة الأصول,,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صوع,صوع,الصاد والواو والعين أصل صحيح، وله بابان: أحدهما يدل على تفرق وتصدع، والآخر إناء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صوغ,صوغ,الصاد والواو والغين أصل صحيح، وهو تهيئة على شيء على مثال مستقيم,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صوف,صوف,الصاد والواو والفاء أصل واحد صحيح، وهو الصوف المعروف,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صوك,صوك,الصاد والواو والكاف كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صول,صول,الصاد والواو واللام أصل صحيح، يدل على قهر وعلو,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صوم,صوم,الصاد والواو والميم أصل يدل على إمساك وركود في مكان,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صون,صون,الصاد والواو والنون أصل واحد، وهن كن وحفظ,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صوي,صوي,الصاد والواو والياء أصل صحيح يدل على شدة وصلابة ويبس,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صي,صي,الصاد والياء كلمة واحدة مطابقة، وهي كل شيء يتحصن به,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صيا,صيأ,الصاد والياء والهمزة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صيح,صيح,الصاد والياء والحاء أصل صحيح، وهو الصوت العالي,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صيخ,صيخ,الصاد والياء والخاء كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صيد,صيد,الصاد والياء والدال أصل صحيح يدل على معنى واحد، وهو ركوب الشيء رأسه ومضيه غير ملتفت ولا مائل,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صير,صير,الصاد والياء والراء أصل صحيح، وهو المآل والمرجع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صيف,صيف,يدل على زمان ||| يدل على ميل وعدول,الصاد والياء والفاء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
صيق,صيق,الصاد والياء والقاف,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
صيك,صيك,الصاد والياء والكاف، يقال صاك يصيك، إذا لزم ولصق,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ضا,ضأ,الضاد والهمزة كلمة صحيحة، وهي الضئضئ، وهو الأصل,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضاد,ضأد,الضاد والهمزة والدال أصيل قليل الفروع، يدل على مرض من الأمراض,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضال,ضأل,الضاد والهمزة واللام أصيل يدل على ضعف ودقة في جسم,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضان,ضأن,الضاد والهمزة والنون أصيل صحيح، وهو بعض الأنعام,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ضب,ضب,الضاد والباء أصل واحد يدل عظمه على الاجتماع,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضبا,ضبأ,الضاد والباء والهمزة أصل واحد صحيح، وهو قريب من الاستخفاء وما شاكله من سكوت ومثله,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضبث,ضبث,الضاد والباء والثاء أصل صحيح يدل على قبض,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضبح,ضبح,صوت ||| تغير لون من فعل نار,الضاد والباء والحاء أصلان صحيحان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضبد,ضبد,الضاد والباء والدال ليس بشيء، وإن كان ما ذكره ابن دريد صحيحا، من أن الضبد الضمد,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ضبر,ضبر,الضاد والباء والراء أصل صحيح واحد يدل على جمع وقوة,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضبز,ضبز,الضاد والباء والزاء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ضبس,ضبس,الضاد والباء والسين أصيل إن صح فليس إلا في شيء مذموم غير محمود,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ضبط,ضبط,الضاد والباء والطاء أصل صحيح,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضبع,ضبع,الضاد والباء والعين أصل صحيح يدل على معان ثلاثة، أحدها: جنس من الحيوان، والآخر: عضو من أعضاء الإنسان، والثالث: صفة من صفة النوق,,3,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضبن,ضبن,الضاد والباء والنون أصل صحيح، وهو عضو من الأعضاء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضج,ضج,الضاد والجيم أصل صحيح يدل على صياح بضجر,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضجر,ضجر,الضاد والجيم والراء أصل صحيح يدل على اغتمام بكلام,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضجع,ضجع,الضاد والجيم والعين أصل واحد يدل على لصوق بالأرض على جنب، ثم يحمل على ذلك,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضجم,ضجم,الضاد والجيم والميم أصل صحيح يدل على عوج في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضجن,ضجن,الضاد والجيم والنون ليس بشيء، إلا أنهم يقولون: [الضجن] : جبل معروف,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ضح,ضح,الضاد والحاء أصل صحيح يدل على رقة شيء بعينه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضحك,ضحك,الضاد والحاء والكاف قريب من الباب الذي قبله، وهو دليل الانكشاف والبروز,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ضحل,ضحل,الضاد والحاء واللام أصل صحيح، وهو الماء القليل وما أشبهه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضحى,ضحى,الضاد والحاء والحرف المعتل أصل صحيح واحد يدل على بروز الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضخ,ضخ,الضاد والخاء ليس بشيء,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ضخم,ضخم,الضاد والخاء والميم أصل صحيح يدل على عظم في الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضد,ضد,الضاد والدال كلمتان متباينتان في القياس,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ضر,ضر,الضاد والراء ثلاثة أصول: الأول خلاف النفع، والثاني: اجتماع الشيء، والثالث القوة,,3,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضرب,ضرب,الضاد والراء والباء أصل واحد، ثم يستعار ويحمل عليه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضرج,ضرج,الضاد والراء والجيم أصل صحيح واحد يدل على تفتح الشيء,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضرح,ضرح,رمي الشيء ||| لون من الألوان,الضاد والراء والحاء أصلان,2,has_asl,maqayis_openiti,Harun_DarAlFikr,high
ضرز,ضرز,الضاد والراء والزاء كلمة واحدة,,1,parse_uncertain,maqayis_openiti,Harun_DarAlFikr,low
ضرس,ضرس,الضاد والراء والسين أصل صحيح يدل على قوة وخشونة، وقد يشذ عنه ما يخالفه,,1,has_asl,maqayis_openiti,Harun_DarAlFikr,high
