ref	root	class	hamza	pos	wazn
2:258:19	موت	أجوف	-	V	يُفِيت
2:258:2	راي	ناقص	1	V	تَف
2:258:20	قول	أجوف	-	V	فَال
2:258:22	حيي	لفيف	-	V	أُفْعِل
2:258:23	موت	أجوف	-	V	أُفِيت
2:258:24	قول	أجوف	-	V	فَال
2:258:32	اتي	ناقص	0	V	فْع
2:258:5	حجج	مضاعف	-	V	فَاعّ
2:258:8	ربب	مضاعف	-	N	فَعِّهِ
2:259:10	قول	أجوف	-	V	فَال
2:259:12	حيي	لفيف	-	V	يُفْعِل
2:259:17	موت	أجوف	-	V	أَفَاتَهُ
2:259:19	ماي	ناقص	1	N	فِعئَة
2:259:20	عوم	أجوف	-	N	فَام
2:259:23	قول	أجوف	-	V	فَال
2:259:26	قول	أجوف	-	V	فَال
2:259:3	مرر	مضاعف	-	V	فَعّ
2:259:32	قول	أجوف	-	V	فَال
2:259:35	ماي	ناقص	1	N	فِعئَة
2:259:36	عوم	أجوف	-	N	فَام
2:259:47	ايي	لفيف	0	N	فعَة
2:259:48	نوس	أجوف	-	N	فَّاس
2:259:60	قول	أجوف	-	V	فَال
2:259:65	كلل	مضاعف	-	N	فُعّ
2:259:66	شيا	أجوف	2	N	فَعْء
2:25:13	كلل	مضاعف	-	T	فُعَّمَا
2:25:19	قول	أجوف	-	V	فَالُعا
2:25:25	اتي	ناقص	0	V	فُعُوا
2:25:8	جنن	مضاعف	-	N	فَعَّات
2:260:11	امن	صحيح سالم	0	V	تُؤْمِن
2:260:12	قول	أجوف	-	V	فَال
2:260:17	قول	أجوف	-	V	فَال
2:260:18	اخذ	صحيح سالم	0	V	خُذ
2:260:2	قول	أجوف	-	V	فَال
2:260:22	صور	أجوف	-	V	فُرْهُنَّ
2:260:27	كلل	مضاعف	-	N	فُعّ
2:260:32	دعو	ناقص	-	V	افْعُهُنَّ
2:260:38	عزز	مضاعف	-	N	فَعِيل
2:260:4	ربب	مضاعف	-	N	فَعِّ
2:260:5	راي	ناقص	1	V	أَفِنِي
2:260:7	حيي	لفيف	-	V	تُفْعِل
2:260:9	قول	أجوف	-	V	فَال
2:261:14	كلل	مضاعف	-	N	فُعّ
2:261:16	ماي	ناقص	1	N	فِعئَة
2:261:17	حبب	مضاعف	-	N	فَعَّة
2:261:21	شيا	أجوف	2	V	يَفَاء
2:261:9	حبب	مضاعف	-	N	فَعَّة
2:262:12	منن	مضاعف	-	N	فَعًّا
2:262:18	ربب	مضاعف	-	N	فَعِّهِمْ
2:264:11	مول	أجوف	-	N	فَالَهُ
2:264:12	راي	ناقص	1	N	فِئَعء
2:264:13	نوس	أجوف	-	N	فَاس
2:264:15	امن	صحيح سالم	0	V	يُؤْمِن
2:264:24	صوب	أجوف	-	V	أَفَابَهُ
2:264:31	شيا	أجوف	2	N	فَعْء
2:264:7	منن	مضاعف	-	N	فَعّ
2:265:12	جنن	مضاعف	-	N	فَعَّة
2:265:14	صوب	أجوف	-	V	أَفَابَهَا
2:265:16	اتي	ناقص	0	V	فعَت
2:265:21	صوب	أجوف	-	V	يُفِبْهَا
2:265:23	طلل	مضاعف	-	N	فَعّ
2:265:5	بغي	ناقص	-	N	افْتِعَاء
2:265:6	رضو	ناقص	-	N	مَفْعَات
2:266:1	ودد	مضاعف	-	V	أَيَفَعّ
2:266:17	كلل	مضاعف	-	N	فُعّ
2:266:19	صوب	أجوف	-	V	أَفَابَهُ
2:266:22	ذرر	مضاعف	-	N	فُعِّيَّة
2:266:24	صوب	أجوف	-	V	أَفَابَهَا
2:266:27	نور	أجوف	-	N	فَار
2:266:33	ايي	لفيف	0	N	فعَات
2:266:6	جنن	مضاعف	-	N	فَعَّة
2:267:15	يمم	مضاعف	-	V	تَفَعَّلُوا
2:267:19	ليس	أجوف	-	V	فَسْتُمْ
2:268:2	وعد	مثال	-	V	يَعِدُكُمُ
2:268:7	وعد	مثال	-	V	يَعِدُكُمْ
2:269:1	اتي	ناقص	0	V	يُؤْتِي
2:269:16	لبب	مضاعف	-	N	أَفْعَال
2:269:4	شيا	أجوف	2	V	يَفَاء
2:269:6	اتي	ناقص	0	V	يُؤْت
2:26:17	حقق	مضاعف	-	N	فَعّ
2:26:19	ربب	مضاعف	-	N	فَعِّهِمْ
2:26:25	رود	أجوف	-	V	أَفَاد
2:26:29	ضلل	مضاعف	-	V	يُفِعّ
2:26:36	ضلل	مضاعف	-	V	يُفِعّ
2:26:4	حيي	لفيف	-	V	يَسْتَفْعِل
2:271:16	سوا	أجوف	2	N	فَيِّئَاتِكُمْ
2:271:7	خفي	ناقص	-	V	تُفْعُوهَا
2:271:8	اتي	ناقص	0	V	تُؤْتُوهَف
2:272:17	بغي	ناقص	-	N	افْتِعَاء
2:272:24	وفي	لفيف	-	V	يُفَعّ
2:272:3	هدي	ناقص	-	N	فُعَاهُمْ
2:272:8	شيا	أجوف	2	V	يَفَاء
2:273:16	عفف	مضاعف	-	N	تَفَعُّل
2:273:18	سوم	أجوف	-	N	فِيمَاهُمْ
2:273:21	نوس	أجوف	-	N	فَاس
2:273:8	طوع	أجوف	-	V	يَسْتَفِيعُعنَ
2:274:11	ربب	مضاعف	-	N	فَعِّهِمْ
2:274:6	سرر	مضاعف	-	N	فِعًّا
2:275:13	مسس	مضاعف	-	N	فَعّ
2:275:16	قول	أجوف	-	V	فَالُعا
2:275:20	ربو	ناقص	-	N	فِعَا
2:275:21	حلل	مضاعف	-	V	أَفَعّ
2:275:25	ربو	ناقص	-	N	فِعَا
2:275:27	جيا	أجوف	2	V	فَاءَهُ
2:275:3	ربو	ناقص	-	N	فِعَا
2:275:30	ربب	مضاعف	-	N	فَعِّهِ
2:275:39	عود	أجوف	-	V	فَاد
2:275:42	نور	أجوف	-	N	فَار
2:276:3	ربو	ناقص	-	N	فِعَا
2:276:4	ربو	ناقص	-	V	يُفْعِي
2:276:8	حبب	مضاعف	-	V	يُفِعّ
2:276:9	كلل	مضاعف	-	N	فُعّ
2:277:13	ربب	مضاعف	-	N	فَعِّهِمْ
2:277:6	قوم	أجوف	-	V	أَفَامُعا
2:277:7	صلو	ناقص	-	N	فَعَاة
2:277:8	اتي	ناقص	0	V	فعَوُا
2:277:9	زكو	ناقص	-	N	فَعَاة
2:278:10	ربو	ناقص	-	N	فِعَا
2:278:12	كون	أجوف	-	V	فُنْتُمْ
2:278:13	امن	صحيح سالم	0	N	مُؤْمِنِين
2:278:4	وقي	لفيف	-	V	اتَّقُفا
2:278:6	وذر	مثال	-	V	ذَرُفا
2:279:10	توب	أجوف	-	V	فُبْتُمْ
2:279:12	راس	صحيح سالم	1	N	فُءُوس
2:27:7	وثق	مثال	-	N	مِيثَاقِهِ
2:280:13	كون	أجوف	-	V	فُنْتُمْ
2:280:2	كون	أجوف	-	V	فَان
2:281:1	وقي	لفيف	-	V	اتَّقُفا
2:281:9	كلل	مضاعف	-	N	فُعّ
2:282:101	دور	أجوف	-	V	تُفِيرُعنَهَا
2:282:112	ضرر	مضاعف	-	V	يُفَاعّ
2:282:121	وقي	لفيف	-	V	اتَّقُفا
2:282:126	كلل	مضاعف	-	N	فُعّ
2:282:127	شيا	أجوف	2	N	فَعْء
2:282:16	ابي	ناقص	0	V	يَفْع
2:282:24	ملل	مضاعف	-	V	يُفْعِل
2:282:27	حقق	مضاعف	-	N	فَعّ
2:282:28	وقي	لفيف	-	V	يَتَّق
2:282:30	ربب	مضاعف	-	N	فَعَّهُ
2:282:36	كون	أجوف	-	V	فَان
2:282:39	حقق	مضاعف	-	N	فَعّ
2:282:45	طوع	أجوف	-	V	يَسْتَفِيع
2:282:47	ملل	مضاعف	-	V	يُفِعّ
2:282:49	ملل	مضاعف	-	V	يُفْعِل
2:282:67	ضلل	مضاعف	-	V	تَفِعّ
2:282:73	ابي	ناقص	0	V	يَفْع
2:282:9	سمو	ناقص	-	ADJ	مُفَعًّى
2:282:93	دنو	ناقص	-	N	أَفْعَى
2:282:95	ريب	أجوف	-	V	تَفْتَابُوا
2:283:14	ادي	ناقص	0	V	يُؤَدّ
2:283:18	وقي	لفيف	-	V	يَتَّق
2:283:2	كون	أجوف	-	V	فُنْتُمْ
2:283:20	ربب	مضاعف	-	N	فَعَّهُ
2:283:6	وجد	مثال	-	V	تَجِدُفا
2:284:1	اله	صحيح سالم	0	PN	لَّه
2:284:14	خفي	ناقص	-	V	تُفْعُوهُ
2:284:20	شيا	أجوف	2	V	يَفَاء
2:284:23	شيا	أجوف	2	V	يَفَاء
2:284:26	كلل	مضاعف	-	N	فُعّ
2:284:27	شيا	أجوف	2	N	فَعْء
2:285:21	قول	أجوف	-	V	فَالُعا
2:285:23	طوع	أجوف	-	V	أَفَعْنَا
2:285:25	ربب	مضاعف	-	N	فَعَّنَا
2:285:7	ربب	مضاعف	-	N	فَعِّهِ
2:285:8	امن	صحيح سالم	0	N	مُؤْمِنُون
2:285:9	كلل	مضاعف	-	N	فُعّ
2:286:13	ربب	مضاعف	-	N	فَعَّنَا
2:286:20	ربب	مضاعف	-	N	فَعَّنَا
2:286:31	ربب	مضاعف	-	N	فَعَّنَا
2:286:36	طوق	أجوف	-	N	فَاقَة
2:286:39	عفو	ناقص	-	V	افْع
2:286:45	ولي	لفيف	-	N	مَفْعَانَا
2:28:10	حيي	لفيف	-	V	يُفْعِلكُمْ
2:28:4	كون	أجوف	-	V	فُنْتُمْ
2:28:6	حيي	لفيف	-	V	أَفْعَاكُمْ
2:28:8	موت	أجوف	-	V	يُفِيتُكُمْ
2:29:12	سمو	ناقص	-	N	فَعَاء
2:29:13	سوي	لفيف	-	V	فَعَّاهُنَّ
2:29:17	كلل	مضاعف	-	N	فُعّ
2:29:18	شيا	أجوف	2	N	فَعْء
2:2:7	وقي	لفيف	-	N	مُتَّقِين
2:30:10	قول	أجوف	-	V	فَالُعا
2:30:17	دمو	ناقص	-	N	فِعَاء
2:30:2	قول	أجوف	-	V	فَال
2:30:23	قول	أجوف	-	V	فَال
2:30:3	ربب	مضاعف	-	N	فَعُّكَ
2:31:10	نبا	صحيح سالم	2	V	أَفْعِئُونِي
2:31:11	سمو	ناقص	-	N	أَفْعَاء
2:31:14	كون	أجوف	-	V	فُنْتُمْ
2:31:3	سمو	ناقص	-	N	أَفْعَاء
2:31:4	كلل	مضاعف	-	N	فُعَّهَا
2:31:9	قول	أجوف	-	V	فَال
2:32:1	قول	أجوف	-	V	فَالُعا
2:33:1	قول	أجوف	-	V	فَال
2:33:10	قول	أجوف	-	V	أَفُل
2:33:21	كون	أجوف	-	V	فُنْتُمْ
2:33:3	نبا	صحيح سالم	2	V	أَفْعِئْهُمْ
2:33:4	سمو	ناقص	-	N	أَفْعَائِهِمْ
2:33:7	سمو	ناقص	-	N	أَفْعَائِهِمْ
2:33:8	قول	أجوف	-	V	فَال
2:34:11	كون	أجوف	-	V	فَان
2:34:2	قول	أجوف	-	V	فُلْنَا
2:35:1	قول	أجوف	-	V	فُلْنَا
2:35:11	شيا	أجوف	2	V	فِئْتُمَا
2:35:6	جنن	مضاعف	-	PN	فَعَّة
2:35:7	اكل	صحيح سالم	0	V	كُلَف
2:36:1	زلل	مضاعف	-	V	أَفَعَّهُمَا
2:36:16	قرر	مضاعف	-	N	مُسْتَفَعّ
2:36:6	كون	أجوف	-	V	فَانَا
2:36:8	قول	أجوف	-	V	فُلْنَا
2:37:4	ربب	مضاعف	-	N	فَعِّهِ
2:37:6	توب	أجوف	-	V	فَاب
2:38:1	قول	أجوف	-	V	فُلْنَا
2:39:4	ايي	لفيف	0	N	فعَاتِنَا
2:39:7	نور	أجوف	-	N	فَار
2:3:2	امن	صحيح سالم	0	V	يُؤْمِنُونَ
2:3:4	قوم	أجوف	-	V	يُفِيمُعنَ
2:3:5	صلو	ناقص	-	N	فَعَاة
2:40:10	وفي	لفيف	-	V	أُفع
2:40:8	وفي	لفيف	-	V	أَفْعُوا
2:41:13	شري	ناقص	-	V	تَفْتَعُوا
2:41:14	ايي	لفيف	0	N	فعَاتِل
2:41:16	قلل	مضاعف	-	ADJ	فَعِيلًا
2:41:18	وقي	لفيف	-	V	اتَّقُفنِ
2:42:3	حقق	مضاعف	-	N	فَعّ
2:42:6	حقق	مضاعف	-	N	فَعّ
2:43:1	قوم	أجوف	-	V	أَفِيمُعا
2:43:2	صلو	ناقص	-	N	فَعَاة
2:43:3	اتي	ناقص	0	V	فعُوا
2:43:4	زكو	ناقص	-	N	فَعَاة
2:44:2	نوس	أجوف	-	N	فَاس
2:44:3	برر	مضاعف	-	N	فِعّ
2:44:4	نسي	ناقص	-	V	تَفْعَوْنَ
2:45:1	عون	أجوف	-	V	اسْتَفِينُعا
2:45:3	صلو	ناقص	-	N	فَعَاة
2:46:2	ظنن	مضاعف	-	V	يَفُعُّولَ
2:46:4	لقي	ناقص	-	N	مُفَاعُو
2:46:5	ربب	مضاعف	-	N	فَعِّهِمْ
2:48:1	وقي	لفيف	-	V	اتَّقُفا
2:48:14	اخذ	صحيح سالم	0	V	يُؤْخَذ
2:49:10	بني	ناقص	-	N	أَفْعَاءَكُمْ
2:49:11	حيي	لفيف	-	V	يَسْتَفْعُونَ
2:49:12	نسو	ناقص	-	N	فِعَاءَكُمْ
2:49:15	بلو	ناقص	-	N	فَعَاء
2:49:17	ربب	مضاعف	-	N	فَعِّكُمْ
2:49:2	نجو	ناقص	-	V	فَعَّيْنَاكُمْ
2:49:4	اول	أجوف	0	N	فل
2:49:7	سوا	أجوف	2	N	فُعء
2:4:2	امن	صحيح سالم	0	V	يُؤْمِنُونَ
2:50:5	نجو	ناقص	-	V	أَفْعَيْنَاكُمْ
2:50:7	اول	أجوف	0	N	فل
2:53:7	هدي	ناقص	-	V	تَفْتَعُونَ
2:54:13	برا	صحيح سالم	2	N	فَاعِئِكُمْ
2:54:2	قول	أجوف	-	V	فَال
2:54:20	برا	صحيح سالم	2	N	فَاعِئِكُمْ
2:54:21	توب	أجوف	-	V	فَاب
2:55:2	قول	أجوف	-	V	فُلْتُمْ
2:55:5	امن	صحيح سالم	0	V	نُؤْمِن
2:55:8	راي	ناقص	1	V	نَفَى
2:57:1	ظلل	مضاعف	-	V	فَعَّلْنَا
2:57:16	كون	أجوف	-	V	فَانُعا
2:57:3	غمم	مضاعف	-	N	فَعَال
2:57:6	منن	مضاعف	-	N	فَعّ
2:57:8	اكل	صحيح سالم	0	V	كُلُوف
2:58:12	بوب	أجوف	-	N	فَاب
2:58:15	حطط	مضاعف	-	N	فِعَّة
2:58:2	قول	أجوف	-	V	فُلْنَا
2:58:6	اكل	صحيح سالم	0	V	كُلُوف
2:58:9	شيا	أجوف	2	V	فِئْتُمْ
2:59:15	سمو	ناقص	-	N	فَعَاء
2:59:17	كون	أجوف	-	V	فَانُعا
2:59:7	قول	أجوف	-	V	فِيل
2:5:5	ربب	مضاعف	-	N	فَعِّهِمْ
2:60:11	ثني	ناقص	-	N	افْعَتَا
2:60:16	كلل	مضاعف	-	N	فُعّ
2:60:19	اكل	صحيح سالم	0	V	كُلُوف
2:60:5	قول	أجوف	-	V	فُلْنَا
2:60:7	عصو	ناقص	-	N	فَعَاكَ
2:61:11	ربب	مضاعف	-	N	فَعَّكَ
2:61:2	قول	أجوف	-	V	فُلْتُمْ
2:61:23	قول	أجوف	-	V	فَال
2:61:27	دنو	ناقص	-	N	أَفْعَى
2:61:39	ذلل	مضاعف	-	N	فِعَّة
2:61:47	كون	أجوف	-	V	فَانُعا
2:61:49	ايي	لفيف	0	N	فعَات
2:61:52	نبا	صحيح سالم	2	N	فَعِيِّين
2:61:54	حقق	مضاعف	-	N	فَعّ
2:61:57	عصي	ناقص	-	V	فَعَوْا
2:61:58	كون	أجوف	-	V	فَانُعا
2:61:9	دعو	ناقص	-	V	افْع
2:62:18	ربب	مضاعف	-	N	فَعِّهِمْ
2:62:5	هود	أجوف	-	V	فَادُعا
2:62:7	صبا	صحيح سالم	2	PN	فَاعِئِين
2:63:10	قوي	لفيف	-	N	فُعَّة
2:63:15	وقي	لفيف	-	V	تَتَّقُفنَ
2:63:3	وثق	مثال	-	N	مِيثَاقَكُمْ
2:63:7	اخذ	صحيح سالم	0	V	خُذُوف
2:64:11	كون	أجوف	-	V	فُنْتُمْ
2:65:12	خسا	صحيح سالم	2	ADJ	فَاعِئِين
2:65:8	قول	أجوف	-	V	فُلْنَا
2:66:9	وقي	لفيف	-	N	مُتَّقِين
2:67:11	قول	أجوف	-	V	فَالُعا
2:67:14	قول	أجوف	-	V	فَال
2:67:2	قول	أجوف	-	V	فَال
2:68:1	قول	أجوف	-	V	فَالُعا
2:68:2	دعو	ناقص	-	V	افْع
2:68:23	امر	صحيح سالم	0	V	تُؤْمَرُونَ
2:68:4	ربب	مضاعف	-	N	فَعَّكَ
2:68:9	قول	أجوف	-	V	فَال
2:69:1	قول	أجوف	-	V	فَالُعا
2:69:17	سرر	مضاعف	-	V	تَفُعّ
2:69:2	دعو	ناقص	-	V	افْع
2:69:4	ربب	مضاعف	-	N	فَعَّكَ
2:69:9	قول	أجوف	-	V	فَال
2:6:11	امن	صحيح سالم	0	V	يُؤْمِنُونَ
2:6:4	سوي	لفيف	-	N	فَعَاء
2:70:1	قول	أجوف	-	V	فَالُعا
2:70:15	شيا	أجوف	2	V	فَاء
2:70:17	هدي	ناقص	-	N	مُفْتَعُون
2:70:2	دعو	ناقص	-	V	افْع
2:70:4	ربب	مضاعف	-	N	فَعَّكَ
2:71:1	قول	أجوف	-	V	فَال
2:71:15	وشي	لفيف	-	N	شِيَة
2:71:17	قول	أجوف	-	V	فَالُعا
2:71:19	جيا	أجوف	2	V	فِئْتَ
2:71:20	حقق	مضاعف	-	N	فَعّ
2:71:23	كود	أجوف	-	V	فَادُعا
2:71:7	ذلل	مضاعف	-	ADJ	فَعُول
2:71:8	ثور	أجوف	-	V	تُفِير
2:72:9	كون	أجوف	-	V	فُنْتُمْ
2:73:1	قول	أجوف	-	V	فُلْنَا
2:73:5	حيي	لفيف	-	V	يُفْعِل
2:73:8	راي	ناقص	1	V	يُفِيكُمْ
2:73:9	ايي	لفيف	0	N	فعَاتِهِ
2:74:10	شدد	مضاعف	-	N	أَفَعّ
2:74:2	قسو	ناقص	-	V	فَعَت
2:74:22	شقق	مضاعف	-	V	يَفَّعَّل
2:74:25	موه	أجوف	-	N	فَاء
2:75:3	امن	صحيح سالم	0	V	يُؤْمِنُوف
2:75:6	كون	أجوف	-	V	فَان
2:76:12	قول	أجوف	-	V	فَالُعا
2:76:18	حجج	مضاعف	-	V	يُفَاعُّوكُمْ
2:76:2	لقي	ناقص	-	V	فَعُوا
2:76:21	ربب	مضاعف	-	N	فَعِّكُمْ
2:76:5	قول	أجوف	-	V	فَالُعا
2:76:8	خلو	ناقص	-	V	فَعَا
2:77:7	سرر	مضاعف	-	V	يُفِعُّونَ
2:78:11	ظنن	مضاعف	-	V	يَفُعُّولَ
2:78:2	امم	مضاعف	0	N	فُعِّيُّون
2:79:12	شري	ناقص	-	V	يَفْتَعُوا
2:79:15	قلل	مضاعف	-	ADJ	فَعِيلًا
2:80:1	قول	أجوف	-	V	فَالُعا
2:80:3	مسس	مضاعف	-	V	تَفَعَّنَا
2:80:4	نور	أجوف	-	N	فَار
2:80:6	يوم	لفيف	-	N	أَفَّامًا
2:80:7	عدد	مضاعف	-	ADJ	مَفْعُولَة
2:80:8	قول	أجوف	-	V	فُل
2:81:10	نور	أجوف	-	N	فَار
2:81:4	سوا	أجوف	2	N	فَيِّئَة
2:81:5	حوط	أجوف	-	V	أَفَاطَت
2:81:7	خطا	صحيح سالم	2	N	فَعِيئَتُهُ
2:82:7	جنن	مضاعف	-	PN	فَعَّة
2:83:17	نوس	أجوف	-	N	فَّاس
2:83:19	قوم	أجوف	-	V	أَفِيمُعا
2:83:20	صلو	ناقص	-	N	فَعَاة
2:83:21	اتي	ناقص	0	V	فعُوا
2:83:22	زكو	ناقص	-	N	فَعَاة
2:83:26	قلل	مضاعف	-	N	فَعِيلًا
2:83:3	وثق	مثال	-	N	مِيثَاق
2:84:11	دور	أجوف	-	N	فِيَارِكُمْ
2:84:13	قرر	مضاعف	-	V	أَفْعَلْتُمْ
2:84:3	وثق	مثال	-	N	مِيثَاقَكُمْ
2:84:6	دمو	ناقص	-	N	فِعَاءَكُمْ
2:85:10	دور	أجوف	-	N	فِيَارِهِمْ
2:85:16	اتي	ناقص	0	V	يَفْعُوكُمْ
2:85:18	فدي	ناقص	-	V	تُفَاعُوهُمْ
2:85:29	جزي	ناقص	-	N	فَعَاء
2:85:37	حيي	لفيف	-	N	فَعَاة
2:85:38	دنو	ناقص	-	ADJ	فُعْيَا
2:85:40	قوم	أجوف	-	N	فِيَامَة
2:85:41	ردد	مضاعف	-	V	يُفَعُّونَ
2:85:43	شدد	مضاعف	-	N	أَفَعّ
2:86:3	شري	ناقص	-	V	افْتَعَوُا
2:86:4	حيي	لفيف	-	N	فَعَاة
2:86:5	دنو	ناقص	-	ADJ	فُعْيَا
2:86:8	خفف	مضاعف	-	V	يُفَعَّل
2:87:11	بني	ناقص	-	N	افْع
2:87:17	كلل	مضاعف	-	T	أَفَفُعَّمَا
2:87:18	جيا	أجوف	2	V	فَاءَكُمْ
2:87:5	قفو	ناقص	-	V	فَعَّيْنَا
2:88:1	قول	أجوف	-	V	فَالُعا
2:88:10	امن	صحيح سالم	0	V	يُؤْمِنُونَ
2:88:8	قلل	مضاعف	-	N	فَعِيلًا
2:89:10	كون	أجوف	-	V	فَانُعا
2:89:18	جيا	أجوف	2	V	فَاءَهُمْ
2:89:2	جيا	أجوف	2	V	فَاءَهُمْ
2:8:11	امن	صحيح سالم	0	N	مُؤْمِنِين
2:8:2	نوس	أجوف	-	N	فَاس
2:90:1	باس	صحيح سالم	1	V	فِئْسَمَع
2:90:18	شيا	أجوف	2	V	يَفَاء
2:90:2	شري	ناقص	-	V	افْتَعَوْا
2:90:27	هون	أجوف	-	ADJ	مُفِين
2:91:15	وري	لفيف	-	LOC	فَعَاءَهُ
2:91:17	حقق	مضاعف	-	N	فَعّ
2:91:2	قول	أجوف	-	V	فِيل
2:91:21	قول	أجوف	-	V	فُل
2:91:29	كون	أجوف	-	V	فُنْتُمْ
2:91:30	امن	صحيح سالم	0	N	مُؤْمِنِين
2:91:8	قول	أجوف	-	V	فَالُعا
2:91:9	امن	صحيح سالم	0	V	نُؤْمِن
2:92:2	جيا	أجوف	2	V	فَاءَكُمْ
2:93:10	قوي	لفيف	-	N	فُعَّة
2:93:12	قول	أجوف	-	V	فَالُعا
2:93:20	قول	أجوف	-	V	فُل
2:93:21	باس	صحيح سالم	1	V	فِئْسَمَع
2:93:26	كون	أجوف	-	V	فُنْتُمْ
2:93:27	امن	صحيح سالم	0	N	مُؤْمِنِين
2:93:3	وثق	مثال	-	N	مِيثَاقَكُمْ
2:93:7	اخذ	صحيح سالم	0	V	خُذُوف
2:94:1	قول	أجوف	-	V	فُل
2:94:12	نوس	أجوف	-	N	فَاس
2:94:13	مني	ناقص	-	V	تَفَعَّوُا
2:94:16	كون	أجوف	-	V	فُنْتُمْ
2:94:3	كون	أجوف	-	V	فَانَت
2:94:5	دور	أجوف	-	N	فَار
2:95:2	مني	ناقص	-	V	يَتَفَعَّوْهُ
2:96:1	وجد	مثال	-	V	تَجِدَنَّهُمْ
2:96:14	سنو	ناقص	-	N	فَعَة
2:96:3	نوس	أجوف	-	N	فَاس
2:96:5	حيي	لفيف	-	N	فَعَاة
2:96:9	ودد	مضاعف	-	V	يَفَعّ
2:97:1	قول	أجوف	-	V	فُل
2:97:18	امن	صحيح سالم	0	N	مُؤْمِنِين
2:97:3	كون	أجوف	-	V	فَان
2:98:2	كون	أجوف	-	V	فَان
2:98:4	اله	صحيح سالم	0	PN	لَّه
2:99:4	ايي	لفيف	0	N	فعَات
30:10:11	كون	أجوف	-	V	فَانُعا
30:10:13	هزا	صحيح سالم	2	V	يَسْتَفْعِئُونَ
30:10:2	كون	أجوف	-	V	فَان
30:10:9	ايي	لفيف	0	N	فعَات
30:11:5	عود	أجوف	-	V	يُفِيدُهُ
30:12:3	سوع	أجوف	-	N	فَاعَة
30:13:2	كون	أجوف	-	V	يَفُن
30:13:7	كون	أجوف	-	V	فَانُعا
30:14:3	سوع	أجوف	-	N	فَاعَة
30:16:5	ايي	لفيف	0	N	فعَاتِنَا
30:16:6	لقي	ناقص	-	N	فِعَاء
30:18:6	عشو	ناقص	-	N	فَعِيًّا
30:19:2	حيي	لفيف	-	N	فَعّ
30:19:4	موت	أجوف	-	N	فَيِّت
30:19:6	موت	أجوف	-	N	فَيِّت
30:19:8	حيي	لفيف	-	N	فَعّ
30:19:9	حيي	لفيف	-	V	يُفْعِل
30:20:2	ايي	لفيف	0	N	فعَاتِهِ
30:21:13	ودد	مضاعف	-	N	مَفَعَّة
30:21:18	ايي	لفيف	0	N	فعَات
30:21:2	ايي	لفيف	0	N	فعَاتِهِ
30:22:12	ايي	لفيف	0	N	فعَات
30:22:2	ايي	لفيف	0	N	فعَاتِهِ
30:23:12	ايي	لفيف	0	N	فعَات
30:23:2	ايي	لفيف	0	N	فعَاتِهِ
30:23:3	نوم	أجوف	-	N	مَفَامُكُمْ
30:23:6	بغي	ناقص	-	N	افْتِعَاؤُكُمْ
30:24:10	موه	أجوف	-	N	فَاء
30:24:11	حيي	لفيف	-	V	يُفْعِل
30:24:19	ايي	لفيف	0	N	فعَات
30:24:2	ايي	لفيف	0	N	فعَاتِهِ
30:24:3	راي	ناقص	1	V	يُفِيكُمُ
30:24:9	سمو	ناقص	-	N	فَعَاء
30:25:10	دعو	ناقص	-	V	فَعَاكُمْ
30:25:2	ايي	لفيف	0	N	فعَاتِهِ
30:25:5	سمو	ناقص	-	N	فَعَاء
30:26:6	كلل	مضاعف	-	N	فُعّ
30:27:12	علو	ناقص	-	N	أَفْعَى
30:27:17	عزز	مضاعف	-	N	فَعِيل
30:27:6	عود	أجوف	-	V	يُفِيدُهُ
30:28:19	سوي	لفيف	-	N	فَعَاء
30:28:20	خوف	أجوف	-	V	تَفَافُعنَهُمْ
30:28:21	خوف	أجوف	-	N	فِيفَتِكُمْ
30:28:25	ايي	لفيف	0	N	فعَات
30:29:11	ضلل	مضاعف	-	V	أَفَعّ
30:29:5	هوي	لفيف	-	N	أَفْعَاءَهُمْ
30:30:1	قوم	أجوف	-	V	أَفِم
30:30:17	قوم	أجوف	-	ADJ	فَيِّم
30:30:20	نوس	أجوف	-	N	فَاس
30:30:9	نوس	أجوف	-	N	فَاس
30:31:1	نوب	أجوف	-	N	مُفِيبِين
30:31:3	وقي	لفيف	-	V	اتَّقُفهُ
30:31:4	قوم	أجوف	-	V	أَفِيمُعا
30:31:5	صلو	ناقص	-	N	فَعَاة
30:32:5	كون	أجوف	-	V	فَانُعا
30:32:7	كلل	مضاعف	-	N	فُعّ
30:33:11	ذوق	أجوف	-	V	أَفَاقَهُمْ
30:33:17	ربب	مضاعف	-	N	فَعِّهِمْ
30:33:2	مسس	مضاعف	-	V	فَعّ
30:33:3	نوس	أجوف	-	N	فَاس
30:33:4	ضرر	مضاعف	-	N	فُعّ
30:33:6	ربب	مضاعف	-	N	فَعَّهُمْ
30:33:7	نوب	أجوف	-	N	مُفِيبِين
30:35:8	كون	أجوف	-	V	فَانُعا
30:36:2	ذوق	أجوف	-	V	أَفَقْنَا
30:36:3	نوس	أجوف	-	N	فَاس
30:36:8	صوب	أجوف	-	V	تُفِبْهُمْ
30:36:9	سوا	أجوف	2	N	فَيِّئَة
30:37:13	ايي	لفيف	0	N	فعَات
30:37:15	امن	صحيح سالم	0	V	يُؤْمِنُونَ
30:37:2	راي	ناقص	1	V	يَفَوْع
30:37:8	شيا	أجوف	2	V	يَفَاء
30:38:1	اتي	ناقص	0	V	فع
